SplitRatio,LearningRate,Epochs,Accuracy
0.5,0.020,80,98.00
0.5,0.020,100,100.00
0.5,0.020,100,96.00
0.5,0.020,100,98.00
0.5,0.020,100,74.00
0.5,0.020,100,100.00
0.5,0.020,100,100.00
0.5,0.020,100,96.00
0.5,0.020,100,98.00
0.5,0.020,100,100.00
0.5,0.020,100,96.00
0.5,0.020,120,98.00
0.5,0.020,120,98.00
0.5,0.020,120,100.00
0.5,0.020,120,98.00
0.5,0.020,120,100.00
0.5,0.020,120,100.00
0.5,0.020,120,98.00
0.5,0.020,120,98.00
0.5,0.020,120,80.00
0.5,0.020,120,98.00
0.5,0.020,150,80.00
0.5,0.020,150,76.00
0.5,0.020,150,98.00
0.5,0.020,150,92.00
0.5,0.020,150,70.00
0.5,0.020,150,98.00
0.5,0.020,150,98.00
0.5,0.020,150,98.00
0.5,0.020,150,76.00
0.5,0.020,150,100.00
0.5,0.020,200,96.00
0.5,0.020,200,94.00
0.5,0.020,200,94.00
0.5,0.020,200,94.00
0.5,0.020,200,94.00
0.5,0.020,200,90.00
0.5,0.020,200,84.00
0.5,0.020,200,82.00
0.5,0.020,200,82.00
0.5,0.020,200,88.00
0.5,0.020,300,94.00
0.5,0.020,300,92.00
0.5,0.020,300,94.00
0.5,0.020,300,98.00
0.5,0.020,300,92.00
0.5,0.020,300,94.00
0.5,0.020,300,94.00
0.5,0.020,300,96.00
0.5,0.020,300,98.00
0.5,0.020,300,98.00
0.5,0.010,20,90.00
0.5,0.010,20,50.00
0.5,0.010,20,68.00
0.5,0.010,20,50.00
0.5,0.010,20,56.00
0.5,0.010,20,50.00
0.5,0.010,20,50.00
0.5,0.010,20,50.00
0.5,0.010,20,50.00
0.5,0.010,20,50.00
0.5,0.010,50,74.00
0.5,0.010,50,60.00
0.5,0.010,50,78.00
0.5,0.010,50,54.00
0.5,0.010,50,96.00
0.5,0.010,50,76.00
0.5,0.010,50,76.00
0.5,0.010,50,78.00
0.5,0.010,50,60.00
0.5,0.010,50,80.00
0.5,0.010,80,98.00
0.5,0.010,80,66.00
0.5,0.010,80,58.00
0.5,0.010,80,64.00
0.5,0.010,80,92.00
0.5,0.010,80,98.00
0.5,0.010,80,94.00
0.5,0.010,80,54.00
0.5,0.010,80,92.00
0.5,0.010,80,100.00
0.5,0.010,100,54.00
0.5,0.010,100,98.00
0.5,0.010,100,54.00
0.5,0.010,100,68.00
0.5,0.010,100,100.00
0.5,0.010,100,100.00
0.5,0.010,100,100.00
0.5,0.010,100,60.00
0.5,0.010,100,96.00
0.5,0.010,100,100.00
0.5,0.010,120,82.00
0.5,0.010,120,82.00
0.5,0.010,120,100.00
0.5,0.010,120,66.00
0.5,0.010,120,84.00
0.5,0.010,120,92.00
0.5,0.010,120,54.00
0.5,0.010,120,60.00
0.5,0.010,120,78.00
0.5,0.010,120,70.00
0.5,0.010,150,78.00
0.5,0.010,150,78.00
0.5,0.010,150,84.00
0.5,0.010,150,74.00
0.5,0.010,150,100.00
0.5,0.010,150,66.00
0.5,0.010,150,100.00
0.5,0.010,150,98.00
0.5,0.010,150,92.00
0.5,0.010,150,100.00
0.5,0.010,200,92.00
0.5,0.010,200,94.00
0.5,0.010,200,94.00
0.5,0.010,200,94.00
0.5,0.010,200,96.00
0.5,0.010,200,92.00
0.5,0.010,200,90.00
0.5,0.010,200,96.00
0.5,0.010,200,88.00
0.5,0.010,200,96.00
0.5,0.010,300,96.00
0.5,0.010,300,98.00
0.5,0.010,300,86.00
0.5,0.010,300,96.00
0.5,0.010,300,96.00
0.5,0.010,300,98.00
0.5,0.010,300,90.00
0.5,0.010,300,100.00
0.5,0.010,300,92.00
0.5,0.010,300,96.00
0.5,0.005,20,50.00
0.5,0.005,20,50.00
0.5,0.005,20,50.00
0.5,0.005,20,78.00
0.5,0.005,20,50.00
0.5,0.005,20,52.00
0.5,0.005,20,60.00
0.5,0.005,20,86.00
0.5,0.005,20,50.00
0.5,0.005,20,66.00
0.5,0.005,50,80.00
0.5,0.005,50,80.00
0.5,0.005,50,82.00
0.5,0.005,50,52.00
0.5,0.005,50,94.00
0.5,0.005,50,50.00
0.5,0.005,50,58.00
0.5,0.005,50,80.00
0.5,0.005,50,50.00
0.5,0.005,50,76.00
0.5,0.005,80,80.00
0.5,0.005,80,54.00
0.5,0.005,80,84.00
0.5,0.005,80,72.00
0.5,0.005,80,50.00
0.5,0.005,80,70.00
0.5,0.005,80,78.00
0.5,0.005,80,60.00
0.5,0.005,80,54.00
0.5,0.005,80,56.00
0.5,0.005,100,92.00
0.5,0.005,100,94.00
0.5,0.005,100,98.00
0.5,0.005,100,100.00
0.5,0.005,100,60.00
0.5,0.005,100,84.00
0.5,0.005,100,58.00
0.5,0.005,100,98.00
0.5,0.005,100,74.00
0.5,0.005,100,74.00
0.5,0.005,120,92.00
0.5,0.005,120,62.00
0.5,0.005,120,72.00
0.5,0.005,120,92.00
0.5,0.005,120,90.00
0.5,0.005,120,100.00
0.5,0.005,120,96.00
0.5,0.005,120,54.00
0.5,0.005,120,78.00
0.5,0.005,120,70.00
0.5,0.005,150,100.00
0.5,0.005,150,88.00
0.5,0.005,150,70.00
0.5,0.005,150,92.00
0.5,0.005,150,88.00
0.5,0.005,150,70.00
0.5,0.005,150,84.00
0.5,0.005,150,70.00
0.5,0.005,150,82.00
0.5,0.005,150,70.00
0.5,0.005,200,96.00
0.5,0.005,200,76.00
0.5,0.005,200,84.00
0.5,0.005,200,72.00
0.5,0.005,200,98.00
0.5,0.005,200,96.00
0.5,0.005,200,94.00
0.5,0.005,200,96.00
0.5,0.005,200,98.00
0.5,0.005,200,70.00
0.5,0.005,300,94.00
0.5,0.005,300,90.00
0.5,0.005,300,96.00
0.5,0.005,300,80.00
0.5,0.005,300,84.00
0.5,0.005,300,94.00
0.5,0.005,300,94.00
0.5,0.005,300,76.00
0.5,0.005,300,96.00
0.5,0.005,300,98.00
