Epoch,TrainingScenario,Accuracy
235,Versicolor vs Rest,100.00
235,Virginica vs Rest,100.00
235,Setosa vs Versicolor,100.00
235,Setosa vs Virginica,100.00
235,Versicolor vs Virginica,100.00
235,Multi-Class (All 3),100.00
236,Setosa vs Rest,100.00
236,Versicolor vs Rest,100.00
236,Virginica vs Rest,100.00
236,Setosa vs Versicolor,100.00
236,Setosa vs Virginica,100.00
236,Versicolor vs Virginica,100.00
236,Multi-Class (All 3),100.00
237,Setosa vs Rest,100.00
237,Versicolor vs Rest,100.00
237,Virginica vs Rest,100.00
237,Setosa vs Versicolor,100.00
237,Setosa vs Virginica,100.00
237,Versicolor vs Virginica,100.00
237,Multi-Class (All 3),100.00
238,Setosa vs Rest,100.00
238,Versicolor vs Rest,100.00
238,Virginica vs Rest,100.00
238,Setosa vs Versicolor,100.00
238,Setosa vs Virginica,100.00
238,Versicolor vs Virginica,100.00
238,Multi-Class (All 3),100.00
239,Setosa vs Rest,100.00
239,Versicolor vs Rest,100.00
239,Virginica vs Rest,100.00
239,Setosa vs Versicolor,100.00
239,Setosa vs Virginica,100.00
239,Versicolor vs Virginica,100.00
239,Multi-Class (All 3),100.00
240,Setosa vs Rest,100.00
240,Versicolor vs Rest,100.00
240,Virginica vs Rest,100.00
240,Setosa vs Versicolor,100.00
240,Setosa vs Virginica,100.00
240,Versicolor vs Virginica,100.00
240,Multi-Class (All 3),100.00
241,Setosa vs Rest,100.00
241,Versicolor vs Rest,100.00
241,Virginica vs Rest,100.00
241,Setosa vs Versicolor,100.00
241,Setosa vs Virginica,100.00
241,Versicolor vs Virginica,100.00
241,Multi-Class (All 3),100.00
242,Setosa vs Rest,100.00
242,Versicolor vs Rest,100.00
242,Virginica vs Rest,100.00
242,Setosa vs Versicolor,100.00
242,Setosa vs Virginica,100.00
242,Versicolor vs Virginica,100.00
242,Multi-Class (All 3),100.00
243,Setosa vs Rest,100.00
243,Versicolor vs Rest,100.00
243,Virginica vs Rest,100.00
243,Setosa vs Versicolor,100.00
243,Setosa vs Virginica,100.00
243,Versicolor vs Virginica,100.00
243,Multi-Class (All 3),100.00
244,Setosa vs Rest,100.00
244,Versicolor vs Rest,100.00
244,Virginica vs Rest,100.00
244,Setosa vs Versicolor,100.00
244,Setosa vs Virginica,100.00
244,Versicolor vs Virginica,100.00
244,Multi-Class (All 3),100.00
245,Setosa vs Rest,100.00
245,Versicolor vs Rest,100.00
245,Virginica vs Rest,100.00
245,Setosa vs Versicolor,100.00
245,Setosa vs Virginica,100.00
245,Versicolor vs Virginica,100.00
245,Multi-Class (All 3),100.00
246,Setosa vs Rest,100.00
246,Versicolor vs Rest,100.00
246,Virginica vs Rest,100.00
246,Setosa vs Versicolor,100.00
246,Setosa vs Virginica,100.00
246,Versicolor vs Virginica,100.00
246,Multi-Class (All 3),100.00
247,Setosa vs Rest,100.00
247,Versicolor vs Rest,100.00
247,Virginica vs Rest,100.00
247,Setosa vs Versicolor,100.00
247,Setosa vs Virginica,100.00
247,Versicolor vs Virginica,100.00
247,Multi-Class (All 3),100.00
248,Setosa vs Rest,100.00
248,Versicolor vs Rest,100.00
248,Virginica vs Rest,100.00
248,Setosa vs Versicolor,100.00
248,Setosa vs Virginica,100.00
248,Versicolor vs Virginica,100.00
248,Multi-Class (All 3),100.00
249,Setosa vs Rest,100.00
249,Versicolor vs Rest,100.00
249,Virginica vs Rest,100.00
249,Setosa vs Versicolor,100.00
249,Setosa vs Virginica,100.00
249,Versicolor vs Virginica,100.00
249,Multi-Class (All 3),100.00
250,Setosa vs Rest,100.00
250,Versicolor vs Rest,100.00
250,Virginica vs Rest,100.00
250,Setosa vs Versicolor,100.00
250,Setosa vs Virginica,100.00
250,Versicolor vs Virginica,100.00
250,Multi-Class (All 3),100.00
251,Setosa vs Rest,100.00
251,Versicolor vs Rest,100.00
251,Virginica vs Rest,100.00
251,Setosa vs Versicolor,100.00
251,Setosa vs Virginica,100.00
251,Versicolor vs Virginica,100.00
251,Multi-Class (All 3),100.00
252,Setosa vs Rest,100.00
252,Versicolor vs Rest,100.00
252,Virginica vs Rest,100.00
252,Setosa vs Versicolor,100.00
252,Setosa vs Virginica,100.00
252,Versicolor vs Virginica,100.00
252,Multi-Class (All 3),100.00
253,Setosa vs Rest,100.00
253,Versicolor vs Rest,100.00
253,Virginica vs Rest,100.00
253,Setosa vs Versicolor,100.00
253,Setosa vs Virginica,100.00
253,Versicolor vs Virginica,100.00
253,Multi-Class (All 3),100.00
254,Setosa vs Rest,100.00
254,Versicolor vs Rest,100.00
254,Virginica vs Rest,100.00
254,Setosa vs Versicolor,100.00
254,Setosa vs Virginica,100.00
254,Versicolor vs Virginica,100.00
254,Multi-Class (All 3),100.00
255,Setosa vs Rest,100.00
255,Versicolor vs Rest,100.00
255,Virginica vs Rest,100.00
255,Setosa vs Versicolor,100.00
255,Setosa vs Virginica,100.00
255,Versicolor vs Virginica,100.00
255,Multi-Class (All 3),100.00
256,Setosa vs Rest,100.00
256,Versicolor vs Rest,100.00
256,Virginica vs Rest,100.00
256,Setosa vs Versicolor,100.00
256,Setosa vs Virginica,100.00
256,Versicolor vs Virginica,100.00
256,Multi-Class (All 3),100.00
257,Setosa vs Rest,100.00
257,Versicolor vs Rest,100.00
257,Virginica vs Rest,100.00
257,Setosa vs Versicolor,100.00
257,Setosa vs Virginica,100.00
257,Versicolor vs Virginica,100.00
257,Multi-Class (All 3),100.00
258,Setosa vs Rest,100.00
258,Versicolor vs Rest,100.00
258,Virginica vs Rest,100.00
258,Setosa vs Versicolor,100.00
258,Setosa vs Virginica,100.00
258,Versicolor vs Virginica,100.00
258,Multi-Class (All 3),100.00
259,Setosa vs Rest,100.00
259,Versicolor vs Rest,100.00
259,Virginica vs Rest,100.00
259,Setosa vs Versicolor,100.00
259,Setosa vs Virginica,100.00
259,Versicolor vs Virginica,100.00
259,Multi-Class (All 3),100.00
260,Setosa vs Rest,100.00
260,Versicolor vs Rest,100.00
260,Virginica vs Rest,100.00
260,Setosa vs Versicolor,100.00
260,Setosa vs Virginica,100.00
260,Versicolor vs Virginica,100.00
260,Multi-Class (All 3),100.00
261,Setosa vs Rest,100.00
261,Versicolor vs Rest,100.00
261,Virginica vs Rest,100.00
261,Setosa vs Versicolor,100.00
261,Setosa vs Virginica,100.00
261,Versicolor vs Virginica,100.00
261,Multi-Class (All 3),100.00
262,Setosa vs Rest,100.00
262,Versicolor vs Rest,100.00
262,Virginica vs Rest,100.00
262,Setosa vs Versicolor,100.00
262,Setosa vs Virginica,100.00
262,Versicolor vs Virginica,100.00
262,Multi-Class (All 3),100.00
263,Setosa vs Rest,100.00
263,Versicolor vs Rest,100.00
263,Virginica vs Rest,100.00
263,Setosa vs Versicolor,100.00
263,Setosa vs Virginica,100.00
263,Versicolor vs Virginica,100.00
263,Multi-Class (All 3),100.00
264,Setosa vs Rest,100.00
264,Versicolor vs Rest,100.00
264,Virginica vs Rest,100.00
264,Setosa vs Versicolor,100.00
264,Setosa vs Virginica,100.00
264,Versicolor vs Virginica,100.00
264,Multi-Class (All 3),100.00
265,Setosa vs Rest,100.00
265,Versicolor vs Rest,100.00
265,Virginica vs Rest,100.00
265,Setosa vs Versicolor,100.00
265,Setosa vs Virginica,100.00
265,Versicolor vs Virginica,100.00
265,Multi-Class (All 3),100.00
266,Setosa vs Rest,100.00
266,Versicolor vs Rest,100.00
266,Virginica vs Rest,100.00
266,Setosa vs Versicolor,100.00
266,Setosa vs Virginica,100.00
266,Versicolor vs Virginica,100.00
266,Multi-Class (All 3),100.00
267,Setosa vs Rest,100.00
267,Versicolor vs Rest,100.00
267,Virginica vs Rest,100.00
267,Setosa vs Versicolor,100.00
267,Setosa vs Virginica,100.00
267,Versicolor vs Virginica,100.00
267,Multi-Class (All 3),100.00
268,Setosa vs Rest,100.00
268,Versicolor vs Rest,100.00
268,Virginica vs Rest,100.00
268,Setosa vs Versicolor,100.00
268,Setosa vs Virginica,100.00
268,Versicolor vs Virginica,100.00
268,Multi-Class (All 3),100.00
269,Setosa vs Rest,100.00
269,Versicolor vs Rest,100.00
269,Virginica vs Rest,100.00
269,Setosa vs Versicolor,100.00
269,Setosa vs Virginica,100.00
269,Versicolor vs Virginica,100.00
269,Multi-Class (All 3),100.00
270,Setosa vs Rest,100.00
270,Versicolor vs Rest,100.00
270,Virginica vs Rest,100.00
270,Setosa vs Versicolor,100.00
270,Setosa vs Virginica,100.00
270,Versicolor vs Virginica,100.00
270,Multi-Class (All 3),100.00
271,Setosa vs Rest,100.00
271,Versicolor vs Rest,100.00
271,Virginica vs Rest,100.00
271,Setosa vs Versicolor,100.00
271,Setosa vs Virginica,100.00
271,Versicolor vs Virginica,100.00
271,Multi-Class (All 3),100.00
272,Setosa vs Rest,100.00
272,Versicolor vs Rest,100.00
272,Virginica vs Rest,100.00
272,Setosa vs Versicolor,100.00
272,Setosa vs Virginica,100.00
272,Versicolor vs Virginica,100.00
272,Multi-Class (All 3),100.00
273,Setosa vs Rest,100.00
273,Versicolor vs Rest,100.00
273,Virginica vs Rest,100.00
273,Setosa vs Versicolor,100.00
273,Setosa vs Virginica,100.00
273,Versicolor vs Virginica,100.00
273,Multi-Class (All 3),100.00
274,Setosa vs Rest,100.00
274,Versicolor vs Rest,100.00
274,Virginica vs Rest,100.00
274,Setosa vs Versicolor,100.00
274,Setosa vs Virginica,100.00
274,Versicolor vs Virginica,100.00
274,Multi-Class (All 3),100.00
275,Setosa vs Rest,100.00
275,Versicolor vs Rest,100.00
275,Virginica vs Rest,100.00
275,Setosa vs Versicolor,100.00
275,Setosa vs Virginica,100.00
275,Versicolor vs Virginica,100.00
275,Multi-Class (All 3),100.00
276,Setosa vs Rest,100.00
276,Versicolor vs Rest,100.00
276,Virginica vs Rest,100.00
276,Setosa vs Versicolor,100.00
276,Setosa vs Virginica,100.00
276,Versicolor vs Virginica,100.00
276,Multi-Class (All 3),100.00
277,Setosa vs Rest,100.00
277,Versicolor vs Rest,100.00
277,Virginica vs Rest,100.00
277,Setosa vs Versicolor,100.00
277,Setosa vs Virginica,100.00
277,Versicolor vs Virginica,100.00
277,Multi-Class (All 3),100.00
278,Setosa vs Rest,100.00
278,Versicolor vs Rest,100.00
278,Virginica vs Rest,100.00
278,Setosa vs Versicolor,100.00
278,Setosa vs Virginica,100.00
278,Versicolor vs Virginica,100.00
278,Multi-Class (All 3),100.00
279,Setosa vs Rest,100.00
279,Versicolor vs Rest,100.00
279,Virginica vs Rest,100.00
279,Setosa vs Versicolor,100.00
279,Setosa vs Virginica,100.00
279,Versicolor vs Virginica,100.00
279,Multi-Class (All 3),100.00
280,Setosa vs Rest,100.00
280,Versicolor vs Rest,100.00
280,Virginica vs Rest,100.00
280,Setosa vs Versicolor,100.00
280,Setosa vs Virginica,100.00
280,Versicolor vs Virginica,100.00
280,Multi-Class (All 3),100.00
281,Setosa vs Rest,100.00
281,Versicolor vs Rest,100.00
281,Virginica vs Rest,100.00
281,Setosa vs Versicolor,100.00
281,Setosa vs Virginica,100.00
281,Versicolor vs Virginica,100.00
281,Multi-Class (All 3),100.00
282,Setosa vs Rest,100.00
282,Versicolor vs Rest,100.00
282,Virginica vs Rest,100.00
282,Setosa vs Versicolor,100.00
282,Setosa vs Virginica,100.00
282,Versicolor vs Virginica,100.00
282,Multi-Class (All 3),100.00
283,Setosa vs Rest,100.00
283,Versicolor vs Rest,100.00
283,Virginica vs Rest,100.00
283,Setosa vs Versicolor,100.00
283,Setosa vs Virginica,100.00
283,Versicolor vs Virginica,100.00
283,Multi-Class (All 3),100.00
284,Setosa vs Rest,100.00
284,Versicolor vs Rest,100.00
284,Virginica vs Rest,100.00
284,Setosa vs Versicolor,100.00
284,Setosa vs Virginica,100.00
284,Versicolor vs Virginica,100.00
284,Multi-Class (All 3),100.00
285,Setosa vs Rest,100.00
285,Versicolor vs Rest,100.00
285,Virginica vs Rest,100.00
285,Setosa vs Versicolor,100.00
285,Setosa vs Virginica,100.00
285,Versicolor vs Virginica,100.00
285,Multi-Class (All 3),100.00
286,Setosa vs Rest,100.00
286,Versicolor vs Rest,100.00
286,Virginica vs Rest,100.00
286,Setosa vs Versicolor,100.00
286,Setosa vs Virginica,100.00
286,Versicolor vs Virginica,100.00
286,Multi-Class (All 3),100.00
287,Setosa vs Rest,100.00
287,Versicolor vs Rest,100.00
287,Virginica vs Rest,100.00
287,Setosa vs Versicolor,100.00
287,Setosa vs Virginica,100.00
287,Versicolor vs Virginica,100.00
287,Multi-Class (All 3),100.00
288,Setosa vs Rest,100.00
288,Versicolor vs Rest,100.00
288,Virginica vs Rest,100.00
288,Setosa vs Versicolor,100.00
288,Setosa vs Virginica,100.00
288,Versicolor vs Virginica,100.00
288,Multi-Class (All 3),100.00
289,Setosa vs Rest,100.00
289,Versicolor vs Rest,100.00
289,Virginica vs Rest,100.00
289,Setosa vs Versicolor,100.00
289,Setosa vs Virginica,100.00
289,Versicolor vs Virginica,100.00
289,Multi-Class (All 3),100.00
290,Setosa vs Rest,100.00
290,Versicolor vs Rest,100.00
290,Virginica vs Rest,100.00
290,Setosa vs Versicolor,100.00
290,Setosa vs Virginica,100.00
290,Versicolor vs Virginica,100.00
290,Multi-Class (All 3),100.00
291,Setosa vs Rest,100.00
291,Versicolor vs Rest,100.00
291,Virginica vs Rest,100.00
291,Setosa vs Versicolor,100.00
291,Setosa vs Virginica,100.00
291,Versicolor vs Virginica,100.00
291,Multi-Class (All 3),100.00
292,Setosa vs Rest,100.00
292,Versicolor vs Rest,100.00
292,Virginica vs Rest,100.00
292,Setosa vs Versicolor,100.00
292,Setosa vs Virginica,100.00
292,Versicolor vs Virginica,100.00
292,Multi-Class (All 3),100.00
293,Setosa vs Rest,100.00
293,Versicolor vs Rest,100.00
293,Virginica vs Rest,100.00
293,Setosa vs Versicolor,100.00
293,Setosa vs Virginica,100.00
293,Versicolor vs Virginica,100.00
293,Multi-Class (All 3),100.00
294,Setosa vs Rest,100.00
294,Versicolor vs Rest,100.00
294,Virginica vs Rest,100.00
294,Setosa vs Versicolor,100.00
294,Setosa vs Virginica,100.00
294,Versicolor vs Virginica,100.00
294,Multi-Class (All 3),100.00
295,Setosa vs Rest,100.00
295,Versicolor vs Rest,100.00
295,Virginica vs Rest,100.00
295,Setosa vs Versicolor,100.00
295,Setosa vs Virginica,100.00
295,Versicolor vs Virginica,100.00
295,Multi-Class (All 3),100.00
296,Setosa vs Rest,100.00
296,Versicolor vs Rest,100.00
296,Virginica vs Rest,100.00
296,Setosa vs Versicolor,100.00
296,Setosa vs Virginica,100.00
296,Versicolor vs Virginica,100.00
296,Multi-Class (All 3),100.00
297,Setosa vs Rest,100.00
297,Versicolor vs Rest,100.00
297,Virginica vs Rest,100.00
297,Setosa vs Versicolor,100.00
297,Setosa vs Virginica,100.00
297,Versicolor vs Virginica,100.00
297,Multi-Class (All 3),100.00
298,Setosa vs Rest,100.00
298,Versicolor vs Rest,100.00
298,Virginica vs Rest,100.00
298,Setosa vs Versicolor,100.00
298,Setosa vs Virginica,100.00
298,Versicolor vs Virginica,100.00
298,Multi-Class (All 3),100.00
299,Setosa vs Rest,100.00
299,Versicolor vs Rest,100.00
299,Virginica vs Rest,100.00
299,Setosa vs Versicolor,100.00
299,Setosa vs Virginica,100.00
299,Versicolor vs Virginica,100.00
299,Multi-Class (All 3),100.00
300,Setosa vs Rest,100.00
300,Versicolor vs Rest,100.00
300,Virginica vs Rest,100.00
300,Setosa vs Versicolor,100.00
300,Setosa vs Virginica,100.00
300,Versicolor vs Virginica,100.00
300,Multi-Class (All 3),100.00
